BPS_NAME,EVT_PHYS2,ACRES
East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,Exotics,41459.832
East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,OtherClearing,269.286
Columbia Plateau Low Sagebrush Steppe,Agricultural,22835.142
Columbia Plateau Low Sagebrush Steppe,NaturalVeg,808616.352
Columbia Plateau Low Sagebrush Steppe,Developed,22854.234
Columbia Plateau Low Sagebrush Steppe,Exotics,38301.882
Columbia Plateau Low Sagebrush Steppe,OtherClearing,192.252
Florida Dry Prairie,Agricultural,361699.716
Florida Dry Prairie,NaturalVeg,401545.164
Florida Dry Prairie,Developed,65815.452
Florida Dry Prairie,Exotics,58487.01
Florida Dry Prairie,OtherClearing,235.986
Central Appalachian Pine-Oak Rocky Woodland,Agricultural,37500.684
Central Appalachian Pine-Oak Rocky Woodland,NaturalVeg,667948.716
Central Appalachian Pine-Oak Rocky Woodland,Developed,163149.798
Central Appalachian Pine-Oak Rocky Woodland,Exotics,9618.372
Central Appalachian Pine-Oak Rocky Woodland,OtherClearing,884.226
California Coastal Live Oak Woodland and Savanna,Agricultural,102472.536
California Coastal Live Oak Woodland and Savanna,NaturalVeg,388803.03
California Coastal Live Oak Woodland and Savanna,Developed,223428.792
California Coastal Live Oak Woodland and Savanna,Exotics,161995.842
California Coastal Live Oak Woodland and Savanna,OtherClearing,440.004
Floridian Highlands Freshwater Marsh,Agricultural,83364.996
Floridian Highlands Freshwater Marsh,NaturalVeg,660991.902
Floridian Highlands Freshwater Marsh,Developed,86130.672
Floridian Highlands Freshwater Marsh,Exotics,37076.886
Floridian Highlands Freshwater Marsh,OtherClearing,485.958
North Pacific Mountain Hemlock Forest-Xeric,Agricultural,81.252
North Pacific Mountain Hemlock Forest-Xeric,NaturalVeg,830681.376
North Pacific Mountain Hemlock Forest-Xeric,Developed,3247.416
North Pacific Mountain Hemlock Forest-Xeric,Exotics,6549.444
North Pacific Mountain Hemlock Forest-Xeric,OtherClearing,25.752
Eastern Boreal Floodplain,Agricultural,24143.832
Eastern Boreal Floodplain,NaturalVeg,789533.898
Eastern Boreal Floodplain,Developed,13544.22
Eastern Boreal Floodplain,Exotics,9668.766
Eastern Boreal Floodplain,OtherClearing,206.016
North Pacific Mountain Hemlock Forest-Wet,Agricultural,20.424
North Pacific Mountain Hemlock Forest-Wet,NaturalVeg,809254.38
North Pacific Mountain Hemlock Forest-Wet,Developed,4805.856
North Pacific Mountain Hemlock Forest-Wet,Exotics,6284.154
North Pacific Mountain Hemlock Forest-Wet,OtherClearing,8.658
Boreal Jack Pine-Black Spruce Forest,Agricultural,4354.752
Boreal Jack Pine-Black Spruce Forest,NaturalVeg,746753.166
Boreal Jack Pine-Black Spruce Forest,Developed,14725.926
Boreal Jack Pine-Black Spruce Forest,Exotics,17756.448
Boreal Jack Pine-Black Spruce Forest,OtherClearing,123.876
Rocky Mountain Gambel Oak-Mixed Montane Shrubland -Continuous,Agricultural,2690.196
Rocky Mountain Gambel Oak-Mixed Montane Shrubland -Continuous,NaturalVeg,703268.916
Rocky Mountain Gambel Oak-Mixed Montane Shrubland -Continuous,Developed,10005.096
Rocky Mountain Gambel Oak-Mixed Montane Shrubland -Continuous,Exotics,29925.156
Rocky Mountain Gambel Oak-Mixed Montane Shrubland -Continuous,OtherClearing,169.386
East Gulf Coastal Plain Southern Loess Bluff Forest,Agricultural,72489.216
East Gulf Coastal Plain Southern Loess Bluff Forest,NaturalVeg,449806.854
East Gulf Coastal Plain Southern Loess Bluff Forest,Developed,199019.67
East Gulf Coastal Plain Southern Loess Bluff Forest,Exotics,22886.868
East Gulf Coastal Plain Southern Loess Bluff Forest,OtherClearing,616.05
North American Warm Desert Sparsely Vegetated Systems,Agricultural,70313.616
North American Warm Desert Sparsely Vegetated Systems,NaturalVeg,550464.54
North American Warm Desert Sparsely Vegetated Systems,Developed,55068.432
North American Warm Desert Sparsely Vegetated Systems,Exotics,17631.018
North American Warm Desert Sparsely Vegetated Systems,OtherClearing,43009.17
Rocky Mountain Subalpine-Montane Mesic Meadow,Agricultural,10035.732
Rocky Mountain Subalpine-Montane Mesic Meadow,NaturalVeg,689601.264
Rocky Mountain Subalpine-Montane Mesic Meadow,Developed,9649.896
Rocky Mountain Subalpine-Montane Mesic Meadow,Exotics,25851.234
Rocky Mountain Subalpine-Montane Mesic Meadow,OtherClearing,102.564
Chihuahuan Mixed Salt Desert Scrub,Agricultural,38060.346
Chihuahuan Mixed Salt Desert Scrub,NaturalVeg,536875.698
Chihuahuan Mixed Salt Desert Scrub,Developed,8864.682
Chihuahuan Mixed Salt Desert Scrub,Exotics,146728.236
Chihuahuan Mixed Salt Desert Scrub,OtherClearing,1268.73
East Cascades Oak-Ponderosa Pine Forest and Woodland,Agricultural,123861.57
East Cascades Oak-Ponderosa Pine Forest and Woodland,NaturalVeg,464861.562
East Cascades Oak-Ponderosa Pine Forest and Woodland,Developed,69685.8
East Cascades Oak-Ponderosa Pine Forest and Woodland,Exotics,58355.586
East Cascades Oak-Ponderosa Pine Forest and Woodland,OtherClearing,50.616
Lower Mississippi Alluvial Plain Grand Prairie,Agricultural,604924.914
Lower Mississippi Alluvial Plain Grand Prairie,NaturalVeg,53765.292
Lower Mississippi Alluvial Plain Grand Prairie,Developed,46484.802
Lower Mississippi Alluvial Plain Grand Prairie,Exotics,8054.382
Lower Mississippi Alluvial Plain Grand Prairie,OtherClearing,9.324
Caribbean Swamp Systems,Agricultural,16367.172
Caribbean Swamp Systems,NaturalVeg,622354.8
Caribbean Swamp Systems,Developed,64869.51
Caribbean Swamp Systems,Exotics,8612.934
Caribbean Swamp Systems,OtherClearing,584.082
Arkansas Valley Prairie and Woodland-Prairie,Agricultural,319471.986
Arkansas Valley Prairie and Woodland-Prairie,NaturalVeg,245958.24
Arkansas Valley Prairie and Woodland-Prairie,Developed,111354.534
Arkansas Valley Prairie and Woodland-Prairie,Exotics,21386.148
Arkansas Valley Prairie and Woodland-Prairie,OtherClearing,326.784
Southeastern Interior Longleaf Pine Woodland,Agricultural,41210.748
Southeastern Interior Longleaf Pine Woodland,NaturalVeg,478924.596
Southeastern Interior Longleaf Pine Woodland,Developed,137107.2
Southeastern Interior Longleaf Pine Woodland,Exotics,8129.196
Southeastern Interior Longleaf Pine Woodland,OtherClearing,1107.78
Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-Low Elevation,Agricultural,1848.372
Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-Low Elevation,NaturalVeg,654133.434
Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-Low Elevation,Developed,4057.494
Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-Low Elevation,Exotics,4749.912
Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-Low Elevation,OtherClearing,24.864
North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland,Agricultural,122658.33
North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland,NaturalVeg,392028.468
North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland,Developed,138786.63
North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland,Exotics,9916.74
North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland,OtherClearing,49.062
Southern Appalachian Montane Pine Forest and Woodland,Agricultural,9797.526
Southern Appalachian Montane Pine Forest and Woodland,NaturalVeg,609713.01
Southern Appalachian Montane Pine Forest and Woodland,Developed,37510.008
Southern Appalachian Montane Pine Forest and Woodland,Exotics,3090.684
Southern Appalachian Montane Pine Forest and Woodland,OtherClearing,55.5
Boreal Jack Pine-Black Spruce Forest-Pine Barrens,Agricultural,4256.628
Boreal Jack Pine-Black Spruce Forest-Pine Barrens,NaturalVeg,547887.564
Boreal Jack Pine-Black Spruce Forest-Pine Barrens,Developed,79366.11
Boreal Jack Pine-Black Spruce Forest-Pine Barrens,Exotics,22257.054
Boreal Jack Pine-Black Spruce Forest-Pine Barrens,OtherClearing,386.28
Southern California Oak Woodland and Savanna,Agricultural,27126.624
Southern California Oak Woodland and Savanna,NaturalVeg,461525.568
Southern California Oak Woodland and Savanna,Developed,103960.158
Southern California Oak Woodland and Savanna,Exotics,59514.204
Southern California Oak Woodland and Savanna,OtherClearing,369.408
West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,Agricultural,160318.188
West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,NaturalVeg,341062.152
West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,Developed,92243.664
West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,Exotics,43096.638
West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,OtherClearing,628.038
East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,Agricultural,103074.156
East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,NaturalVeg,396930.672
East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,Developed,98602.632
East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,Exotics,30044.148
East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,OtherClearing,379.176
Llano Uplift Acidic Forest-Woodland-Glade,Agricultural,4131.42
Llano Uplift Acidic Forest-Woodland-Glade,NaturalVeg,444413.364
Llano Uplift Acidic Forest-Woodland-Glade,Developed,43642.092
Llano Uplift Acidic Forest-Woodland-Glade,Exotics,125891.982
Llano Uplift Acidic Forest-Woodland-Glade,OtherClearing,312.798
Arkansas Valley Prairie and Woodland-Woodland,Agricultural,158383.902
Arkansas Valley Prairie and Woodland-Woodland,NaturalVeg,324133.986
Arkansas Valley Prairie and Woodland-Woodland,Developed,83955.072
Arkansas Valley Prairie and Woodland-Woodland,Exotics,29295.342
Arkansas Valley Prairie and Woodland-Woodland,OtherClearing,747.03
Central and Southern Appalachian Spruce-Fir Forest,Agricultural,3217.446
Central and Southern Appalachian Spruce-Fir Forest,NaturalVeg,556750.47
Central and Southern Appalachian Spruce-Fir Forest,Developed,20567.19
Central and Southern Appalachian Spruce-Fir Forest,Exotics,15489.162
Central and Southern Appalachian Spruce-Fir Forest,OtherClearing,274.614
Rocky Mountain Bigtooth Maple Ravine Woodland,Agricultural,19283.142
Rocky Mountain Bigtooth Maple Ravine Woodland,NaturalVeg,514687.242
Rocky Mountain Bigtooth Maple Ravine Woodland,Developed,16661.322
Rocky Mountain Bigtooth Maple Ravine Woodland,Exotics,25841.466
Rocky Mountain Bigtooth Maple Ravine Woodland,OtherClearing,99.9
Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,Agricultural,20739.018
Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,NaturalVeg,447117.102
Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,Developed,87252.216
Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,Exotics,10268.388
Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,OtherClearing,117.882
Inter-Mountain Basins Montane Sagebrush Steppe-Low Sagebrush,Agricultural,38736.558
Inter-Mountain Basins Montane Sagebrush Steppe-Low Sagebrush,NaturalVeg,482101.638
Inter-Mountain Basins Montane Sagebrush Steppe-Low Sagebrush,Developed,14308.566
Inter-Mountain Basins Montane Sagebrush Steppe-Low Sagebrush,Exotics,26902.182
Inter-Mountain Basins Montane Sagebrush Steppe-Low Sagebrush,OtherClearing,225.33
North Pacific Montane Riparian Woodland and Shrubland-Wet,Agricultural,14937.27
North Pacific Montane Riparian Woodland and Shrubland-Wet,NaturalVeg,512360.238
North Pacific Montane Riparian Woodland and Shrubland-Wet,Developed,30612.468
North Pacific Montane Riparian Woodland and Shrubland-Wet,Exotics,840.714
North Pacific Montane Riparian Woodland and Shrubland-Wet,OtherClearing,29.526
Florida Peninsula Inland Scrub,Agricultural,119769.222
Florida Peninsula Inland Scrub,NaturalVeg,119700.402
Florida Peninsula Inland Scrub,Developed,291948.648
Florida Peninsula Inland Scrub,Exotics,21855.456
Florida Peninsula Inland Scrub,OtherClearing,568.098
Great Basin Semi-Desert Chaparral,Agricultural,2063.046
Great Basin Semi-Desert Chaparral,NaturalVeg,527866.494
Great Basin Semi-Desert Chaparral,Developed,5390.604
Great Basin Semi-Desert Chaparral,Exotics,15007.422
Great Basin Semi-Desert Chaparral,OtherClearing,659.784
Eastern Great Plains Tallgrass Aspen Parkland,Agricultural,208667.124
Eastern Great Plains Tallgrass Aspen Parkland,NaturalVeg,272655.294
Eastern Great Plains Tallgrass Aspen Parkland,Developed,18653.772
Eastern Great Plains Tallgrass Aspen Parkland,Exotics,40285.674
Eastern Great Plains Tallgrass Aspen Parkland,OtherClearing,51.726
Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,Agricultural,180025.35
Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,NaturalVeg,313010.01
Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,Developed,18395.142
Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,Exotics,18055.26
Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,OtherClearing,1.11
Rocky Mountain Foothill Limber Pine-Juniper Woodland,Agricultural,7859.466
Rocky Mountain Foothill Limber Pine-Juniper Woodland,NaturalVeg,489730.446
Rocky Mountain Foothill Limber Pine-Juniper Woodland,Developed,5637.912
Rocky Mountain Foothill Limber Pine-Juniper Woodland,Exotics,19114.644
Rocky Mountain Foothill Limber Pine-Juniper Woodland,OtherClearing,333.222
Eastern Great Plains Wet Meadow-Prairie-Marsh,Agricultural,421533.378
Eastern Great Plains Wet Meadow-Prairie-Marsh,NaturalVeg,40566.06
Eastern Great Plains Wet Meadow-Prairie-Marsh,Developed,30210.204
Eastern Great Plains Wet Meadow-Prairie-Marsh,Exotics,20446.644
Eastern Great Plains Wet Meadow-Prairie-Marsh,OtherClearing,84.804
Chihuahuan Stabilized Coppice Dune and Sand Flat Scrub,Agricultural,20683.518
Chihuahuan Stabilized Coppice Dune and Sand Flat Scrub,NaturalVeg,401073.414
Chihuahuan Stabilized Coppice Dune and Sand Flat Scrub,Developed,3583.524
Chihuahuan Stabilized Coppice Dune and Sand Flat Scrub,Exotics,79512.186
Chihuahuan Stabilized Coppice Dune and Sand Flat Scrub,OtherClearing,1873.014
Inter-Mountain Basins Juniper Savanna,Agricultural,699.744
Inter-Mountain Basins Juniper Savanna,NaturalVeg,482955.894
Inter-Mountain Basins Juniper Savanna,Developed,2885.778
Inter-Mountain Basins Juniper Savanna,Exotics,7686.75
Inter-Mountain Basins Juniper Savanna,OtherClearing,7995.33
California Montane Woodland and Chaparral,Agricultural,4888.662
California Montane Woodland and Chaparral,NaturalVeg,394540.176
California Montane Woodland and Chaparral,Developed,21274.26
California Montane Woodland and Chaparral,Exotics,34525.662
California Montane Woodland and Chaparral,OtherClearing,304.362
Mediterranean California Subalpine Woodland,Agricultural,0.666
Mediterranean California Subalpine Woodland,NaturalVeg,454776.102
Mediterranean California Subalpine Woodland,Developed,201.132
Mediterranean California Subalpine Woodland,Exotics,98.346
Mediterranean California Subalpine Woodland,OtherClearing,0.222
Northern Rocky Mountain Conifer Swamp,Agricultural,4454.208
Northern Rocky Mountain Conifer Swamp,NaturalVeg,440943.282
Northern Rocky Mountain Conifer Swamp,Developed,5377.728
Northern Rocky Mountain Conifer Swamp,Exotics,1073.814
Northern Rocky Mountain Conifer Swamp,OtherClearing,19.092
East Gulf Coastal Plain Savanna and Wet Prairie,Agricultural,42813.366
East Gulf Coastal Plain Savanna and Wet Prairie,NaturalVeg,227949.6
East Gulf Coastal Plain Savanna and Wet Prairie,Developed,117107.886
East Gulf Coastal Plain Savanna and Wet Prairie,Exotics,11599.722
East Gulf Coastal Plain Savanna and Wet Prairie,OtherClearing,597.846
Northern Crowley`s Ridge Sand Forest,Agricultural,145355.388
Northern Crowley`s Ridge Sand Forest,NaturalVeg,169712.118
Northern Crowley`s Ridge Sand Forest,Developed,62910.582
Northern Crowley`s Ridge Sand Forest,Exotics,9244.968
Northern Crowley`s Ridge Sand Forest,OtherClearing,283.494
Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,Agricultural,480.186
Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,NaturalVeg,356680.518
Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,Developed,13232.088
Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,Exotics,4136.97
Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,OtherClearing,197.802
Madrean Juniper Savanna,Agricultural,95.238
Madrean Juniper Savanna,NaturalVeg,365051.25
Madrean Juniper Savanna,Developed,2895.99
Madrean Juniper Savanna,Exotics,5405.7
Madrean Juniper Savanna,OtherClearing,70.818
Rocky Mountain Gambel Oak-Mixed Montane Shrubland-Patchy,Agricultural,5380.836
Rocky Mountain Gambel Oak-Mixed Montane Shrubland-Patchy,NaturalVeg,337379.394
Rocky Mountain Gambel Oak-Mixed Montane Shrubland-Patchy,Developed,13117.758
Rocky Mountain Gambel Oak-Mixed Montane Shrubland-Patchy,Exotics,17093.112
Rocky Mountain Gambel Oak-Mixed Montane Shrubland-Patchy,OtherClearing,499.5
Edwards Plateau Riparian,Agricultural,8258.622
Edwards Plateau Riparian,NaturalVeg,229784.208
Edwards Plateau Riparian,Developed,26576.508
Edwards Plateau Riparian,Exotics,103884.678
Edwards Plateau Riparian,OtherClearing,196.47
Rocky Mountain Alpine Fell-Field,Agricultural,80.364
Rocky Mountain Alpine Fell-Field,NaturalVeg,362694.054
Rocky Mountain Alpine Fell-Field,Developed,125.874
Rocky Mountain Alpine Fell-Field,Exotics,69.708
Rocky Mountain Alpine Fell-Field,OtherClearing,79.92
Rocky Mountain Alpine Turf,Agricultural,36519.666
Rocky Mountain Alpine Turf,NaturalVeg,308270.31
Rocky Mountain Alpine Turf,Developed,10165.824
Rocky Mountain Alpine Turf,Exotics,4949.712
Rocky Mountain Alpine Turf,OtherClearing,71.484
East-Central Texas Plains Southern Pine Forest and Woodland,Agricultural,12393.594
East-Central Texas Plains Southern Pine Forest and Woodland,NaturalVeg,284416.854
East-Central Texas Plains Southern Pine Forest and Woodland,Developed,15426.336
East-Central Texas Plains Southern Pine Forest and Woodland,Exotics,38686.608
East-Central Texas Plains Southern Pine Forest and Woodland,OtherClearing,479.076
Western Great Plains Depressional Wetland Systems-Playa,Agricultural,124573.968
Western Great Plains Depressional Wetland Systems-Playa,NaturalVeg,173293.644
Western Great Plains Depressional Wetland Systems-Playa,Developed,12903.528
Western Great Plains Depressional Wetland Systems-Playa,Exotics,22346.742
Western Great Plains Depressional Wetland Systems-Playa,OtherClearing,431.568
Caribbean Coastal Wetland Systems,Agricultural,12.432
Caribbean Coastal Wetland Systems,NaturalVeg,314549.136
Caribbean Coastal Wetland Systems,Developed,9668.988
Caribbean Coastal Wetland Systems,Exotics,329.892
Southern Rocky Mountain Ponderosa Pine Woodland-South,Agricultural,884.226
Southern Rocky Mountain Ponderosa Pine Woodland-South,NaturalVeg,308682.786
Southern Rocky Mountain Ponderosa Pine Woodland-South,Developed,6454.65
Southern Rocky Mountain Ponderosa Pine Woodland-South,Exotics,3349.536
Southern Rocky Mountain Ponderosa Pine Woodland-South,OtherClearing,55.944
Northern Rocky Mountain Subalpine-Upper Montane Grassland,Agricultural,34281.684
Northern Rocky Mountain Subalpine-Upper Montane Grassland,NaturalVeg,267214.074
Northern Rocky Mountain Subalpine-Upper Montane Grassland,Developed,2913.75
Northern Rocky Mountain Subalpine-Upper Montane Grassland,Exotics,3767.784
Northern Rocky Mountain Subalpine-Upper Montane Grassland,OtherClearing,100.566
Bluegrass Savanna and Woodland,Agricultural,197771.586
Bluegrass Savanna and Woodland,NaturalVeg,50599.35
Bluegrass Savanna and Woodland,Developed,47673.39
Bluegrass Savanna and Woodland,Exotics,7472.964
Bluegrass Savanna and Woodland,OtherClearing,44.622
Lower Mississippi River Dune Woodland and Forest,Agricultural,241736.022
Lower Mississippi River Dune Woodland and Forest,NaturalVeg,21711.6
Lower Mississippi River Dune Woodland and Forest,Developed,21110.202
Lower Mississippi River Dune Woodland and Forest,Exotics,2850.702
Texas-Louisiana Saline Coastal Prairie,Agricultural,71777.928
Texas-Louisiana Saline Coastal Prairie,NaturalVeg,144130.392
Texas-Louisiana Saline Coastal Prairie,Developed,40374.03
Texas-Louisiana Saline Coastal Prairie,Exotics,26243.064
Texas-Louisiana Saline Coastal Prairie,OtherClearing,338.994
Northern Atlantic Coastal Plain Maritime Forest,Agricultural,46305.204
Northern Atlantic Coastal Plain Maritime Forest,NaturalVeg,110475.858
Northern Atlantic Coastal Plain Maritime Forest,Developed,112030.302
Northern Atlantic Coastal Plain Maritime Forest,Exotics,5162.166
Northern Atlantic Coastal Plain Maritime Forest,OtherClearing,41.736
Nashville Basin Limestone Glade and Woodland,Agricultural,61928.898
Nashville Basin Limestone Glade and Woodland,NaturalVeg,114658.56
Nashville Basin Limestone Glade and Woodland,Developed,93210.918
Nashville Basin Limestone Glade and Woodland,Exotics,2061.492
Nashville Basin Limestone Glade and Woodland,OtherClearing,373.404
Columbia Basin Foothill and Canyon Dry Grassland,Agricultural,92547.804
Columbia Basin Foothill and Canyon Dry Grassland,NaturalVeg,156674.28
Columbia Basin Foothill and Canyon Dry Grassland,Developed,5366.628
Columbia Basin Foothill and Canyon Dry Grassland,Exotics,16376.718
Columbia Basin Foothill and Canyon Dry Grassland,OtherClearing,0.222
Northern Atlantic Coastal Plain Dune and Swale,Agricultural,8393.82
Northern Atlantic Coastal Plain Dune and Swale,NaturalVeg,160341.498
Northern Atlantic Coastal Plain Dune and Swale,Developed,94451.454
Northern Atlantic Coastal Plain Dune and Swale,Exotics,4154.508
Northern Atlantic Coastal Plain Dune and Swale,OtherClearing,156.288
Southern Appalachian Northern Hardwood Forest,Agricultural,2460.648
Southern Appalachian Northern Hardwood Forest,NaturalVeg,249159.48
Southern Appalachian Northern Hardwood Forest,Developed,9364.848
Southern Appalachian Northern Hardwood Forest,Exotics,4282.602
Southern Appalachian Northern Hardwood Forest,OtherClearing,909.312
Great Lakes Coastal Marsh Systems,Agricultural,68816.226
Great Lakes Coastal Marsh Systems,NaturalVeg,115076.586
Great Lakes Coastal Marsh Systems,Developed,51700.026
Great Lakes Coastal Marsh Systems,Exotics,17242.296
Great Lakes Coastal Marsh Systems,OtherClearing,12882.66
Northern California Coastal Scrub,Agricultural,5746.692
Northern California Coastal Scrub,NaturalVeg,95052.852
Northern California Coastal Scrub,Developed,115090.35
Northern California Coastal Scrub,Exotics,39895.398
Northern California Coastal Scrub,OtherClearing,559.662
West Gulf Coastal Plain Northern Calcareous Prairie,Agricultural,125983.668
West Gulf Coastal Plain Northern Calcareous Prairie,NaturalVeg,92536.704
West Gulf Coastal Plain Northern Calcareous Prairie,Developed,20440.206
West Gulf Coastal Plain Northern Calcareous Prairie,Exotics,11669.652
West Gulf Coastal Plain Northern Calcareous Prairie,OtherClearing,354.756
North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow,Agricultural,65.49
North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow,NaturalVeg,236342.976
North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow,Developed,614.052
North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow,Exotics,1298.7
North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow,OtherClearing,4.884
Central Atlantic Coastal Plain Maritime Forest,Agricultural,5787.54
Central Atlantic Coastal Plain Maritime Forest,NaturalVeg,162845.436
Central Atlantic Coastal Plain Maritime Forest,Developed,66080.52
Central Atlantic Coastal Plain Maritime Forest,Exotics,2095.902
Central Atlantic Coastal Plain Maritime Forest,OtherClearing,19.314
Northeastern Interior Pine Barrens,Agricultural,13088.676
Northeastern Interior Pine Barrens,NaturalVeg,128058.036
Northeastern Interior Pine Barrens,Developed,85259.544
Northeastern Interior Pine Barrens,Exotics,3215.448
Northeastern Interior Pine Barrens,OtherClearing,888.666
West Gulf Coastal Plain Southern Calcareous Prairie,Agricultural,76333.812
West Gulf Coastal Plain Southern Calcareous Prairie,NaturalVeg,84528.054
West Gulf Coastal Plain Southern Calcareous Prairie,Developed,58106.946
West Gulf Coastal Plain Southern Calcareous Prairie,Exotics,9380.832
West Gulf Coastal Plain Southern Calcareous Prairie,OtherClearing,227.106
Great Lakes Wet-Mesic Lakeplain Prairie,Agricultural,99386.07
Great Lakes Wet-Mesic Lakeplain Prairie,NaturalVeg,40174.23
Great Lakes Wet-Mesic Lakeplain Prairie,Developed,84980.49
Great Lakes Wet-Mesic Lakeplain Prairie,Exotics,3363.744
Great Lakes Wet-Mesic Lakeplain Prairie,OtherClearing,362.748
Central Interior Highlands Dry Acidic Glade and Barrens,Agricultural,90091.596
Central Interior Highlands Dry Acidic Glade and Barrens,NaturalVeg,93864.708
Central Interior Highlands Dry Acidic Glade and Barrens,Developed,32786.292
Central Interior Highlands Dry Acidic Glade and Barrens,Exotics,5934.06
Central Interior Highlands Dry Acidic Glade and Barrens,OtherClearing,58.386
Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,Agricultural,3.108
Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,NaturalVeg,212302.374
Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,Developed,4170.048
Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,Exotics,311.244
Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Agricultural,457.098
Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,NaturalVeg,195597.984
Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Developed,2116.104
Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Exotics,1218.114
Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,OtherClearing,37.962
North Pacific Montane Riparian Woodland and Shrubland-Dry,Agricultural,4396.932
North Pacific Montane Riparian Woodland and Shrubland-Dry,NaturalVeg,180574.8
North Pacific Montane Riparian Woodland and Shrubland-Dry,Developed,11876.778
North Pacific Montane Riparian Woodland and Shrubland-Dry,Exotics,773.004
North Pacific Montane Riparian Woodland and Shrubland-Dry,OtherClearing,4.662
South Florida Hardwood Hammock,Agricultural,23786.19
South Florida Hardwood Hammock,NaturalVeg,10788.534
South Florida Hardwood Hammock,Developed,139620.24
South Florida Hardwood Hammock,Exotics,12672.648
South Florida Hardwood Hammock,OtherClearing,112.554
Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Lodgepole Pine,Agricultural,265.956
Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Lodgepole Pine,NaturalVeg,183974.508
Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Lodgepole Pine,Developed,20.868
Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Lodgepole Pine,Exotics,1095.57
Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Lodgepole Pine,OtherClearing,160.95
North Pacific Maritime Mesic Subalpine Parkland,Agricultural,21.312
North Pacific Maritime Mesic Subalpine Parkland,NaturalVeg,180755.064
North Pacific Maritime Mesic Subalpine Parkland,Developed,389.388
North Pacific Maritime Mesic Subalpine Parkland,Exotics,1118.214
North Pacific Maritime Mesic Subalpine Parkland,OtherClearing,0.444
East Gulf Coastal Plain Maritime Forest,Agricultural,7994.886
East Gulf Coastal Plain Maritime Forest,NaturalVeg,70114.704
East Gulf Coastal Plain Maritime Forest,Developed,92837.958
